base name:
zookeeper-log-zookeeper_controller__proof__helper_invariants__proof__lemma_eventually_always_cm_rv_is_the_same_as_etcd_server_cm_if_cm_updated.smt2

query path:
dbg/zookeeper-log-zookeeper_controller__proof__helper_invariants__proof__lemma_eventually_always_cm_rv_is_the_same_as_etcd_server_cm_if_cm_updated.smt2/orig.smt2

trace path:
dbg/zookeeper-log-zookeeper_controller__proof__helper_invariants__proof__lemma_eventually_always_cm_rv_is_the_same_as_etcd_server_cm_if_cm_updated.smt2/traces/shuffle.140149928998980730

10120 unknown

verus procedure:
Function-Def zookeeper_controller::zookeeper_controller::proof::helper_invariants::proof::lemma_eventually_always_cm_rv_is_the_same_as_etcd_server_cm_if_cm_updated
controller_examples/zookeeper_controller/proof/helper_invariants/proof.rs:118

traced instantiations:
QID                                                                                    T    P0    P1    P2    P3
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.impl&...       643     1     1     1     1
internal_vstd__seq__Seq<zookeeper_controller!kubernetes_api_objects.spec.se...       643     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__common__Object...       639     2     2     2     2
internal_zookeeper_controller!temporal_logic.defs.TempPred./TempPred_constr...       635     0     0     0     0
internal_zookeeper_controller__temporal_logic__defs__TempPred_unbox_axiom_d...       635     1     1     1     1
internal_zookeeper_controller!kubernetes_api_objects.spec.stateful_set.Stat...       634     0     0     0     0
internal_zookeeper_controller__state_machine__action__Action_unbox_axiom_de...       634     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__volume__Volume...       625     0     0     0     0
internal_zookeeper_controller!temporal_logic.defs.impl&__1.new.?_definition          622    33    33    33    33
internal_zookeeper_controller!temporal_logic.defs.impl&__1.new.?_pre_post_d...       622     0     0     0     0
internal_vstd__set__Set<zookeeper_controller!kubernetes_api_objects.spec.co...       619     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.Contain...       615     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__common__Kind_b...       612    10    10    10    10
internal_zookeeper_controller__temporal_logic__defs__TempPred_box_axiom_def...       608    44    44    44    44
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.Objec...       605     0     0     0     0
prelude_fuel_defaults                                                                602   114   115   118   117
mariposa_qid_217                                                                     595     3     5     5     5
internal_zookeeper_controller!kubernetes_api_objects.spec.stateful_set.Stat...       592     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__stateful_set__...       591     0     0     0     0
internal_vstd__set__Set<zookeeper_controller!kubernetes_api_objects.spec.co...       583     0     0     0     0
internal_vstd__set__Set<zookeeper_controller!kubernetes_api_objects.spec.co...       581     0     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__message__Message_u...       577     1     1     1     1
internal_zookeeper_controller!kubernetes_api_objects.spec.service.ServiceVi...       575     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.message.MessageConten...       575     0     0     0     0
internal_zookeeper_controller__state_machine__action__ActionResult_box_axio...       574     7    13    13    13
internal_zookeeper_controller!kubernetes_api_objects.spec.api_method.GetReq...       573     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.Objec...       560     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__config_map__Co...       559     4     2     2     2
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.Objec...       553     1     1     1     1
internal_zookeeper_controller!kubernetes_api_objects.spec.stateful_set.Stat...       549     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__api_method__Ge...       548     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.dynamic.impl&__0....       538     2     2     2     2
internal_zookeeper_controller!kubernetes_api_objects.spec.dynamic.impl&__0....       538     4     4     4     4
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.Objec...       538     0     0     0     0
internal_zookeeper_controller!state_machine.action.Action./Action/transitio...       533     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.api_method.GetReq...       533     1     1     1     1
internal_zookeeper_controller!kubernetes_api_objects.spec.config_map.Config...       531     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.Objec...       530     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.resource.Resource...       527     0     0     0     0
internal_vstd!seq.Seq.add.?_pre_post_definition                                      527     0     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__message__MessageCo...       524     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__container__Exe...       520     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.Objec...       520     1     1     1     1
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.Objec...       519     1     1     1     1
internal_zookeeper_controller!kubernetes_cluster.spec.api_server.types.ApiS...       518     1     1     1     1
internal_zookeeper_controller!kubernetes_cluster.spec.api_server.types.ApiS...       518     1     1     1     1
internal_zookeeper_controller!kubernetes_cluster.proof.cluster_safety.impl&...       516     0     0     0     0
internal_vstd__seq__Seq<zookeeper_controller!kubernetes_api_objects.spec.se...       516     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.api_server.state_mach...       516     1     1     1     0
internal_zookeeper_controller!kubernetes_api_objects.spec.stateful_set.Stat...       515     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.api_method.APIReq...       511     0     0     1     0
internal_vstd__seq__Seq<zookeeper_controller!kubernetes_api_objects.spec.co...       508     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__api_method__Ge...       508     2     2     3     2
internal_vstd__seq__Seq<zookeeper_controller!kubernetes_api_objects.spec.co...       507     0     0     0     0
internal_vstd__seq__Seq<zookeeper_controller!kubernetes_api_objects.spec.co...       507     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.resource.Resource...       504     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.resource.Resource...       504     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.Contain...       503     0     0     0     0
internal_zookeeper_controller!state_machine.action.ActionResult./Enabled/1_...       503     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__service__Servi...       498     0     0     0     0
internal_zookeeper_controller!reconciler.spec.resource_builder.ResourceBuil...       496     0     0     1     0
internal_zookeeper_controller__kubernetes_api_objects__spec__stateful_set__...       486     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.resource.Resource...       479     3     3     3     3
internal_zookeeper_controller__kubernetes_api_objects__spec__config_map__Co...       478     0     0     0     0
internal_zookeeper_controller!state_machine.action.Action./Action/precondit...       478    15    14    15    14
internal_zookeeper_controller!state_machine.action.Action./Action/precondit...       477     2     1     2     1
mariposa_qid_145                                                                     470     1     1     1     1
internal_zookeeper_controller__kubernetes_api_objects__spec__stateful_set__...       460     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.model.resource.config_ma...       456     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.model.resource.config_ma...       456     1     1     1     1
internal_zookeeper_controller!zookeeper_controller.model.resource.config_ma...       454     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.resource.Resource...       454     0     0     0     0
internal_zookeeper_controller!zookeeper_controller.model.resource.config_ma...       454     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.stateful_set.Stat...       453     0     0     0     0
internal_zookeeper_controller!state_machine.action.Action./Action/transitio...       448    14    14    14    15
internal_zookeeper_controller!kubernetes_api_objects.spec.resource.Resource...       442     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.stateful_set.Stat...       440     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.stateful_set.Stat...       439     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.stateful_set.Stat...       439     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.stateful_set.Stat...       438     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.stateful_set.Stat...       438     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.VolumeM...       427     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__container__Vol...       427     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.service.ServiceVi...       416     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__service__Servi...       413     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.service.ServiceVi...       411     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__stateful_set__...       403     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.service.ServiceVi...       397     0     0     0     0
internal_zookeeper_controller!state_machine.action.ActionResult./Disabled_c...       395     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.impl&__...       390     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.impl&__...       390     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.stateful_set.Stat...       384     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.Contain...       380     0     0     0     0
internal_zookeeper_controller__zookeeper_controller__trusted__spec_types__Z...       380    11    10    11    11
internal_zookeeper_controller!zookeeper_controller.model.reconciler.reconci...       378    10     5     5     5
internal_zookeeper_controller!zookeeper_controller.model.reconciler.reconci...       378     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.volume.VolumeView...       375     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__pod__PodSpecVi...       375     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.volume.VolumeView...       375     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.volume.VolumeView...       375     0     0     0     0
internal_zookeeper_controller!vstd_ext.string_view.int_to_string_view.?_pre...       375     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.volume.VolumeView...       375     0     0     0     0
internal_zookeeper_controller!state_machine.action.impl&__0.forward.?_pre_p...       370     1     0     0     0
internal_zookeeper_controller!state_machine.action.impl&__0.forward.?_defin...       370    11    11    11    11
internal_zookeeper_controller!kubernetes_api_objects.spec.container.VolumeM...       369     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.container.VolumeM...       369     0     0     0     0
