base name:
rabbitmq-log-rabbitmq_controller__proof__helper_invariants__proof__object_in_response_at_after_create_resource_step_is_same_as_etcd_helper.smt2

query path:
dbg/rabbitmq-log-rabbitmq_controller__proof__helper_invariants__proof__object_in_response_at_after_create_resource_step_is_same_as_etcd_helper.smt2/orig.smt2

trace path:
dbg/rabbitmq-log-rabbitmq_controller__proof__helper_invariants__proof__object_in_response_at_after_create_resource_step_is_same_as_etcd_helper.smt2/traces/reseed.11603271854969608656

10122 unknown

verus procedure:
Function-Def rabbitmq_controller::rabbitmq_controller::proof::helper_invariants::proof::object_in_response_at_after_create_resource_step_is_same_as_etcd_helper
controller_examples/rabbitmq_controller/proof/helper_invariants/proof.rs:300

traced instantiations:
QID                                                                                    T    P0    P1    P2    P3
- user_rabbitmq_controller__rabbitmq_controller__proof__helper_invariants__pr...     312     1     1     1     1
mariposa_qid_109                                                                     310     5     5     5     5
internal_rabbitmq_controller__rabbitmq_controller__trusted__spec_types__Rab...       309     0     0     0     0
internal_vstd!map.impl&__0.index.?_pre_post_definition                               308     8     8     8     8
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.CreateR...       307     1     1     1     1
internal_rabbitmq_controller__kubernetes_api_objects__spec__api_method__Cre...       307     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.CreateR...       307     1     1     1     1
internal_rabbitmq_controller__kubernetes_cluster__spec__message__RestIdAllo...       307     3     3     3     3
internal_rabbitmq_controller!kubernetes_cluster.spec.cluster.Cluster./Clust...       302     1     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.message.MessageOps./Me...       301     6     6     6     6
internal_rabbitmq_controller__kubernetes_cluster__spec__message__MessageOps...       298     6     6     6     6
internal_rabbitmq_controller__kubernetes_cluster__spec__network__types__Net...       298     0     0     0     0
internal_rabbitmq_controller__kubernetes_cluster__spec__external_api__types...       293     2     2     2     2
internal_rabbitmq_controller__kubernetes_cluster__spec__controller__types__...       290     8     7     8     7
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.APIRequ...       284     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.object_meta.impl&_...       283     0     0     0     0
mariposa_qid_119                                                                     279     1     1     1     1
mariposa_qid_69                                                                      276     0     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.trusted.spec_types.Rabbitm...       275     0     0     0     0
internal_rabbitmq_controller__kubernetes_cluster__spec__external_api__types...       275     0     0     0     0
internal_rabbitmq_controller__reconciler__spec__io__RequestView_box_axiom_d...       275     2     2     2     2
internal_vstd!map.impl&__0.insert.?_pre_post_definition                              273     4     4     4     4
internal_rabbitmq_controller__kubernetes_cluster__spec__api_server__types__...       272    13    13    13    13
internal_rabbitmq_controller!reconciler.spec.io.RequestView./KRequest_const...       271     0     0     0     0
internal_vstd__seq__Seq<rabbitmq_controller!kubernetes_api_objects.spec.ser...       270     0     0     0     0
internal_rabbitmq_controller!state_machine.state_machine.impl&__1.next_resu...       265     6     6     6     6
internal_rabbitmq_controller!state_machine.state_machine.impl&__1.next_resu...       265     0     0     0     0
mariposa_qid_138                                                                     260     6     6     6     6
internal_rabbitmq_controller__kubernetes_cluster__spec__api_server__types__...       260     1     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__5.form_...       260    23    23    23    23
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__5.form_...       260     0     0     0     0
internal_rabbitmq_controller__external_api__spec__EmptyTypeView_unbox_axiom...       256     4     2     4     4
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.UpdateS...       255     0     0     0     0
internal_rabbitmq_controller__kubernetes_api_objects__spec__api_method__Upd...       255     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.UpdateS...       251     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.UpdateS...       251     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.UpdateS...       251     0     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__4.get_r...       250     2     3     2     2
internal_rabbitmq_controller!kubernetes_cluster.spec.message.impl&__4.get_r...       250     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.resource.ResourceV...       249     2     2     2     2
internal_rabbitmq_controller!kubernetes_api_objects.spec.dynamic.impl&__0.o...       249     4     4     4     4
internal_rabbitmq_controller!kubernetes_api_objects.spec.dynamic.impl&__0.o...       248     3     3     3     3
internal_rabbitmq_controller!rabbitmq_controller.proof.helper_invariants.pr...       247     3     3     3     3
internal_rabbitmq_controller!rabbitmq_controller.proof.helper_invariants.pr...       247     2     2     2     2
internal_vstd__seq__Seq<rabbitmq_controller!kubernetes_api_objects.spec.own...       246     0     0     0     0
mariposa_qid_137                                                                     244     5     4     5     5
internal_rabbitmq_controller!kubernetes_cluster.spec.client.types.ClientAct...       244     1     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.api_server.types.ApiSe...       243     1     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.message.MessageOps./Me...       239     6     6     6     6
mariposa_qid_233                                                                     239     1     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.external_api.types.Ext...       238     1     1     1     1
internal_rabbitmq_controller!kubernetes_api_objects.spec.resource.ResourceV...       236     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.resource.ResourceV...       235     1     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.builtin_controllers.ty...       235     1     1     1     1
internal_rabbitmq_controller!kubernetes_api_objects.spec.resource.ResourceV...       234     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.resource.ResourceV...       234     0     0     0     0
mariposa_qid_133                                                                     233     1     1     1     1
prelude_as_type                                                                      233     4     5     4     4
internal_rabbitmq_controller__kubernetes_cluster__spec__api_server__types__...       232     1     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.network.state_machine....       230     1     1     1     1
internal_rabbitmq_controller!kubernetes_cluster.spec.network.state_machine....       230     0     0     0     1
internal_rabbitmq_controller__state_machine__state_machine__NetworkStateMac...       230     1     1     1     1
internal_vstd!multiset.impl&__0.remove.?_definition                                  229     4     5     4     4
internal_vstd!multiset.impl&__0.remove.?_pre_post_definition                         229     4     4     4     4
internal_rabbitmq_controller!kubernetes_cluster.spec.network.state_machine....       225     1     1     1     1
internal_rabbitmq_controller!state_machine.state_machine.NetworkStateMachin...       225     0     0     0     0
