base name:
zookeeper-log-zookeeper_controller__proof__liveness__resource_match.2.smt2

query path:
dbg/zookeeper-log-zookeeper_controller__proof__liveness__resource_match.2.smt2/orig.smt2

trace path:
dbg/zookeeper-log-zookeeper_controller__proof__liveness__resource_match.2.smt2/traces/shuffle.18166945944228020167

10131 unknown

verus procedure:
Function-Def zookeeper_controller::zookeeper_controller::proof::liveness::resource_match::lemma_from_after_get_resource_step_to_after_create_resource_step
controller_examples/zookeeper_controller/proof/liveness/resource_match.rs:524

traced instantiations:
QID                                                                                    T    P0    P1    P2    P3
internal_zookeeper_controller!kubernetes_api_objects.spec.resource.Resource...       684     0     0     0     0
internal_zookeeper_controller__reconciler__spec__io__RequestView_box_axiom_...       678     8     7     8     8
internal_vstd!multiset.impl&__0.count.?_pre_post_definition                          667    15    12    15    15
internal_vstd!seq.Seq.len.?_pre_post_definition                                      664     0     0     0     0
internal_vstd__map__Map<zookeeper_controller!kubernetes_api_objects.spec.co...       651     0     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__message__RestIdAll...       644     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.controller.types.Cont...       639     0     0     0     0
user_vstd__multiset__axiom_multiset_singleton_different_20                           632     5     5     6     6
internal_zookeeper_controller!kubernetes_cluster.spec.message.RestIdAllocat...       619     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__container__Pro...       611     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.Objec...       606     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.Objec...       596     1     1     1     1
internal_zookeeper_controller!kubernetes_cluster.spec.message.MessageConten...       594     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.api_method.GetReq...       592     1     1     1     1
internal_zookeeper_controller!state_machine.action.impl&__0.forward.?_defin...       591    18    20    18    17
internal_zookeeper_controller!state_machine.action.impl&__0.forward.?_pre_p...       591     0     0     0     0
internal_vstd__seq__Seq<zookeeper_controller!kubernetes_api_objects.spec.ow...       589     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__config_map__Co...       583     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.api_server.state_mach...       581     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.Objec...       572    11     5     5     5
internal_zookeeper_controller!state_machine.action.ActionResult./Enabled/0_...       570    12    14    11    14
user_vstd__multiset__axiom_multiset_singleton_19                                     566     2     2     3     2
internal_vstd!multiset.impl&__0.singleton.?_pre_post_definition                      566     6     7     6     7
mariposa_qid_187                                                                     565    18    21    18    17
internal_crate__fun__1_constructor_definition                                        563
- [root]                                                                             563     0     0     0     0
- internal_crate__fun__1_constructor_inner_definition                                  0     0     0     0     0
internal_crate__fun__1_unbox_axiom_definition                                        562     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.Objec...       553     0     0     0     0
internal_zookeeper_controller!state_machine.action.ActionResult./Enabled_co...       549     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__error__APIError_box_...       546     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.resource.Resource...       540     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.resource.Resource...       540     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__api_method__AP...       527     0     0     0     0
mariposa_qid_223                                                                     527
- [root]                                                                              53     1     1     1     1
- user_zookeeper_controller__kubernetes_cluster__spec__cluster__Cluster__each...     474     2     1     2     1
internal_zookeeper_controller__kubernetes_api_objects__spec__container__Con...       517     0     0     0     0
