base name:
fluent-log-fluent_controller__fluentbit_config__proof__liveness__resource_match.2.smt2

query path:
dbg/fluent-log-fluent_controller__fluentbit_config__proof__liveness__resource_match.2.smt2/orig.smt2

trace path:
dbg/fluent-log-fluent_controller__fluentbit_config__proof__liveness__resource_match.2.smt2/traces/rename.3068370539320359280

8504 unsat

verus procedure:
Function-Def fluent_controller::fluent_controller::fluentbit_config::proof::liveness::resource_match::lemma_resource_state_matches_at_after_create_resource_step
controller_examples/fluent_controller/fluentbit_config/proof/liveness/resource_match.rs:383

traced instantiations:
QID                                                                                    T    P0    P1    P2    P3
internal_fluent_controller__kubernetes_cluster__spec__controller__types__On...       389     3     2     2     2
internal_vstd__map__Map<fluent_controller!kubernetes_api_objects.spec.commo...       384    10     9     9     9
internal_fluent_controller!kubernetes_api_objects.spec.object_meta.ObjectMe...       372     2     2     2     2
mariposa_qid_123                                                                     370     6     7     6     7
internal_fluent_controller!kubernetes_api_objects.spec.object_meta.ObjectMe...       365     4     1     1     1
internal_fluent_controller__kubernetes_cluster__spec__api_server__types__Ap...       364     2     2     2     2
internal_fluent_controller!kubernetes_cluster.spec.builtin_controllers.type...       363     1     1     1     1
internal_fluent_controller!kubernetes_cluster.spec.message.MessageContent./...       362     0     0     0     0
internal_fluent_controller__kubernetes_cluster__spec__builtin_controllers__...       360     0     0     0     0
prelude_nat_clip                                                                     359     8     8     8     8
internal_fluent_controller__temporal_logic__defs__TempPred_unbox_axiom_defi...       358     2     2     2     2
internal_fluent_controller!temporal_logic.defs.TempPred./TempPred_construct...       358     0     0     0     0
internal_fluent_controller__kubernetes_api_objects__spec__api_method__APIRe...       345     0     0     0     0
internal_fluent_controller__temporal_logic__defs__TempPred_box_axiom_defini...       342    29    29    29    29
internal_fluent_controller__kubernetes_cluster__spec__message__MessageConte...       339     2     6     4     4
internal_crate__tuple__0_unbox_axiom_definition                                      336     0     0     0     0
internal_fluent_controller!temporal_logic.defs.impl&__1.new.?_pre_post_defi...       332     0     0     0     0
internal_core!option.Option./None_constructor_definition                             332     2     2     2     2
internal_fluent_controller!kubernetes_cluster.spec.api_server.types.ApiServ...       332     7     6     6     6
internal_fluent_controller!temporal_logic.defs.impl&__1.new.?_definition             332    20    20    20    20
internal_fluent_controller__kubernetes_cluster__spec__controller__types__Co...       329     1     1     1     1
internal_fluent_controller!kubernetes_cluster.spec.message.MessageOps./Mess...       327     8     8     8     8
internal_fluent_controller!kubernetes_cluster.spec.controller.types.Control...       325     0     0     0     0
internal_fluent_controller__kubernetes_api_objects__spec__api_method__APIRe...       323     2     3     5     3
internal_fluent_controller__kubernetes_cluster__spec__api_server__types__Ap...       323     0     0     0     0
internal_fluent_controller!kubernetes_cluster.spec.client.types.ClientActio...       318     1     1     1     1
internal_fluent_controller__kubernetes_cluster__spec__message__RestIdAlloca...       312     0     0     0     0
internal_fluent_controller__fluent_controller__fluentbit_config__trusted__s...       312     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.object_meta.ObjectMe...       301     1     1     1     1
mariposa_qid_88                                                                      301
- [root]                                                                             284     2     3     3     3
- user_fluent_controller__state_machine__state_machine__StateMachine__next_re...      17     2     3     3     3
- mariposa_qid_87                                                                      0     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.object_meta.ObjectMe...       301     2     2     2     2
internal_fluent_controller__kubernetes_cluster__spec__controller__types__Co...       297    10     9    10    10
internal_fluent_controller__kubernetes_cluster__spec__controller__types__On...       297     1     0     1     0
internal_fluent_controller__kubernetes_cluster__spec__message__MessageOps_b...       297     8     8     8     8
internal_fluent_controller!kubernetes_cluster.spec.message.RestIdAllocator....       296     0     0     0     0
internal_fluent_controller!kubernetes_cluster.spec.message.MessageOps./Mess...       295     6     6     6     6
internal_vstd!multiset.impl&__0.remove.?_definition                                  294     4     4     4     4
internal_vstd!multiset.impl&__0.remove.?_pre_post_definition                         294     4     3     3     3
internal_fluent_controller__external_api__spec__EmptyTypeView_unbox_axiom_d...       292     0     3     2     0
internal_fluent_controller!kubernetes_cluster.spec.api_server.types.ApiServ...       291     2     1     1     1
internal_fluent_controller!kubernetes_cluster.spec.network.types.NetworkSta...       287     2     2     2     2
user_vstd__set__axiom_set_remove_different_72                                        282     3     3     3     3
prelude_as_type                                                                      282     4     5     3     5
mariposa_qid_127                                                                     277     6     5     5     5
internal_fluent_controller!kubernetes_cluster.spec.api_server.types.ApiServ...       273     2     1     1     1
internal_fluent_controller__kubernetes_cluster__spec__api_server__types__Ap...       272     1     2     2     2
internal_vstd!multiset.impl&__0.sub.?_pre_post_definition                            272     0     1     1     1
mariposa_qid_118                                                                     268     2     4     3     4
internal_fluent_controller!kubernetes_cluster.spec.controller.types.Ongoing...       263     1     1     1     1
internal_fluent_controller!kubernetes_cluster.spec.api_server.types.ApiServ...       256     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.object_meta.ObjectMe...       254     1     1     1     1
internal_fluent_controller__kubernetes_cluster__spec__cluster_state_machine...       253     0     0     0     0
mariposa_qid_199                                                                     251     1     2     1     2
internal_fluent_controller!fluent_controller.fluentbit_config.trusted.liven...       250     1     1     1     1
mariposa_qid_139                                                                     248     1     1     1     1
internal_fluent_controller!kubernetes_cluster.spec.message.impl&__5.form_ms...       238     2     2     2     2
internal_fluent_controller!kubernetes_cluster.spec.message.impl&__5.form_ms...       238     0     0     0     0
user_vstd__seq__axiom_seq_push_len_41                                                236     1     1     1     1
internal_fluent_controller!kubernetes_cluster.spec.message.Message./Message...       230     3     3     3     3
user_vstd__seq__axiom_seq_empty_38                                                   226     1     1     1     1
internal_fluent_controller!kubernetes_cluster.spec.cluster.Cluster./Cluster...       224     2     2     2     2
mariposa_qid_119                                                                     219     2     2     2     2
internal_fluent_controller!kubernetes_cluster.spec.cluster.Cluster./Cluster...       216     4     3     4     3
internal_fluent_controller!kubernetes_cluster.spec.network.types.NetworkSta...       216     3     3     3     3
internal_fluent_controller!kubernetes_api_objects.spec.resource.ResourceVie...       215     0     0     0     0
internal_fluent_controller!kubernetes_cluster.spec.api_server.state_machine...       215     0     0     0     0
internal_fluent_controller!kubernetes_cluster.spec.api_server.state_machine...       215     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.resource.ResourceVie...       215     0     0     0     0
internal_fluent_controller!kubernetes_cluster.spec.api_server.state_machine...       215     0     0     0     0
mariposa_qid_200                                                                     211     6     5     5     6
internal_fluent_controller__kubernetes_cluster__spec__cluster__Cluster_unbo...       211     5     5     5     5
internal_vstd!set.impl&__0.remove.?_pre_post_definition                              210     0     0     0     0
user_vstd__set__axiom_set_remove_insert_71                                           210     0     0     0     0
internal_fluent_controller__kubernetes_cluster__spec__external_api__types__...       209     0     0     0     0
internal_fluent_controller__kubernetes_cluster__spec__external_api__types__...       203     1     2     2     1
internal_vstd__seq__Seq<fluent_controller!kubernetes_api_objects.spec.owner...       200     2     2     2     2
internal_fluent_controller!kubernetes_cluster.spec.cluster_state_machine.im...       197     1     1     1     1
internal_fluent_controller__kubernetes_cluster__spec__external_api__types__...       197     0     0     0     0
internal_fluent_controller!kubernetes_cluster.spec.cluster_state_machine.im...       197     0     0     0     0
internal_fluent_controller!kubernetes_cluster.spec.message.Message./Message...       196     3     5     3     3
internal_fluent_controller!kubernetes_cluster.spec.external_api.types.Exter...       195     0     0     0     0
internal_fluent_controller!kubernetes_cluster.spec.controller.types.Control...       195     0     0     0     0
internal_fluent_controller!kubernetes_cluster.spec.cluster_state_machine.St...       194     0     0     0     0
mariposa_qid_126                                                                     194     2     4     3     4
internal_fluent_controller__kubernetes_api_objects__spec__api_method__APIRe...       192     3     3     3     3
internal_fluent_controller!kubernetes_cluster.spec.message.MessageContent./...       192     0     0     0     0
mariposa_qid_159                                                                     191     1     1     1     1
internal_fluent_controller__kubernetes_cluster__spec__controller__types__Co...       191     0     0     0     0
internal_fluent_controller!kubernetes_cluster.spec.controller.types.Control...       190     1     1     2     1
internal_fluent_controller__kubernetes_cluster__spec__client__types__Client...       190     0     0     0     0
internal_fluent_controller!kubernetes_cluster.spec.client.types.ClientActio...       189     0     0     0     0
mariposa_qid_158                                                                     189     1     1     1     1
internal_fluent_controller!kubernetes_cluster.spec.message.received_msg_des...       188     2     3     2     2
internal_fluent_controller!reconciler.spec.io.RequestView./KRequest/0_invar...       188     1     1     1     1
internal_fluent_controller!reconciler.spec.io.RequestView./ExternalRequest/...       188     1     1     1     1
internal_fluent_controller!kubernetes_cluster.spec.controller.types.Ongoing...       187     0     0     1     0
internal_fluent_controller__kubernetes_cluster__spec__controller__types__Co...       187     0     0     0     0
internal_fluent_controller__reconciler__spec__io__RequestView_box_axiom_def...       187     1     1     2     1
internal_fluent_controller__kubernetes_cluster__spec__client__types__Client...       185     1     1     1     1
internal_fluent_controller!kubernetes_api_objects.spec.secret.SecretView./S...       185     0     0     0     0
internal_fluent_controller!kubernetes_cluster.spec.api_server.types.ApiServ...       184     0     0     0     0
internal_fluent_controller__kubernetes_cluster__spec__controller__types__Co...       175     0     0     0     0
internal_vstd!map.impl&__0.index.?_pre_post_definition                               174     6     5     6     5
internal_fluent_controller!state_machine.state_machine.StateMachine./StateM...       172     4     5     5     5
internal_fluent_controller!state_machine.state_machine.StateMachine./StateM...       172     0     0     0     0
internal_fluent_controller!state_machine.state_machine.StateMachine./StateM...       172     1     1     1     1
internal_fluent_controller!state_machine.state_machine.StateMachine./StateM...       172     4     5     5     5
internal_fluent_controller__reconciler__spec__io__RequestView_unbox_axiom_d...       171     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.object_meta.ObjectMe...       170     4     4     5     5
mariposa_qid_128                                                                     169     2     2     2     2
internal_fluent_controller__kubernetes_api_objects__spec__secret__SecretVie...       165     4     4     4     4
internal_vstd__seq__Seq<fluent_controller!kubernetes_api_objects.spec.owner...       162     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.api_method.UpdateSta...       160     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.api_method.UpdateSta...       160     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.api_method.UpdateSta...       160     0     0     0     0
internal_fluent_controller__kubernetes_api_objects__spec__api_method__Updat...       160     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.api_method.UpdateSta...       160     0     0     0     0
internal_fluent_controller!kubernetes_cluster.spec.controller.types.Ongoing...       160     2     5     5     5
internal_vstd__seq__Seq<fluent_controller!kubernetes_api_objects.spec.owner...       160     0     0     0     0
internal_fluent_controller!kubernetes_api_objects.spec.api_method.CreateReq...       159     0     0     0     0
internal_fluent_controller__kubernetes_cluster__spec__controller__types__Co...       158     0     0     0     0
internal_fluent_controller__fluent_controller__fluentbit_config__trusted__s...       156     1     1     1     1
mariposa_qid_137                                                                     156     1     1     2     1
internal_fluent_controller!kubernetes_cluster.spec.builtin_controllers.type...       150     1     1     1     1
internal_vstd__map__Map<fluent_controller!kubernetes_api_objects.spec.commo...       150     0     0     0     0
internal_fluent_controller__kubernetes_cluster__spec__message__HostId_box_a...       148     6     7     8     6
internal_fluent_controller!kubernetes_cluster.spec.external_api.types.Exter...       147     2     0     0     1
internal_crate__tuple__0_has_type_always_definition                                  145     0     0     0     0
internal_fluent_controller__kubernetes_cluster__spec__builtin_controllers__...       144     0     0     0     0
internal_fluent_controller!kubernetes_cluster.spec.api_server.state_machine...       142     2     2     3     2
internal_fluent_controller__kubernetes_api_objects__spec__api_method__Creat...       142     2     2     2     2
internal_fluent_controller!kubernetes_cluster.spec.api_server.state_machine...       141     0     0     0     0
mariposa_qid_72                                                                      140     3     2     2     2
internal_fluent_controller!kubernetes_cluster.spec.message.impl&__5.create_...       140     1     1     1     1
internal_fluent_controller!kubernetes_cluster.spec.message.impl&__5.form_cr...       140     0     0     0     0
internal_fluent_controller!kubernetes_cluster.spec.message.impl&__5.create_...       140     0     0     0     0
user_vstd__map__axiom_map_insert_different_7                                         140     2     2     2     2
