base name:
zookeeper-log-zookeeper_controller__proof__helper_invariants__proof__lemma_resource_create_or_update_request_msg_implies_key_in_reconcile_equals.smt2

query path:
dbg/zookeeper-log-zookeeper_controller__proof__helper_invariants__proof__lemma_resource_create_or_update_request_msg_implies_key_in_reconcile_equals.smt2/orig.smt2

trace path:
dbg/zookeeper-log-zookeeper_controller__proof__helper_invariants__proof__lemma_resource_create_or_update_request_msg_implies_key_in_reconcile_equals.smt2/traces/shuffle.7733625717432307390

10111 unknown

verus procedure:
Function-Def zookeeper_controller::zookeeper_controller::proof::helper_invariants::proof::lemma_resource_create_or_update_request_msg_implies_key_in_reconcile_equals
controller_examples/zookeeper_controller/proof/helper_invariants/proof.rs:1115

traced instantiations:
QID                                                                                    T    P0    P1    P2    P3
internal_zookeeper_controller!kubernetes_cluster.spec.message.Message./Mess...       423     2     2     2     2
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.Objec...       418     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.stateful_set.Stat...       416     1     1     1     1
mariposa_qid_71                                                                      414     3     3     3     3
internal_zookeeper_controller!kubernetes_api_objects.spec.common.ObjectRef....       392     2     1     2     2
prelude_nat_clip                                                                     388    12    13    14    12
internal_zookeeper_controller__kubernetes_api_objects__spec__api_method__AP...       381     2     2     2     2
mariposa_qid_126                                                                     380     1     1     1     1
internal_zookeeper_controller!kubernetes_api_objects.spec.container.ProbeVi...       375     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__container__Pro...       375     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.cluster.Cluster./Clus...       372     0     0     0     0
internal_vstd!seq.Seq.add.?_pre_post_definition                                      366     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__container__Con...       363     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.Objec...       360     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.resource.Resource...       359     2     2     2     2
internal_zookeeper_controller!kubernetes_cluster.spec.network.types.Network...       359     1     1     1     1
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.Objec...       354     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.external_api.types.Ex...       353     0     0     0     0
