base name:
rabbitmq-log-rabbitmq_controller__proof__helper_invariants__proof__lemma_eventually_always_every_resource_create_request_implies_at_after_create_resource_step.smt2

query path:
dbg/rabbitmq-log-rabbitmq_controller__proof__helper_invariants__proof__lemma_eventually_always_every_resource_create_request_implies_at_after_create_resource_step.smt2/orig.smt2

trace path:
dbg/rabbitmq-log-rabbitmq_controller__proof__helper_invariants__proof__lemma_eventually_always_every_resource_create_request_implies_at_after_create_resource_step.smt2/traces/reseed.13968666206025494122

10127 unknown

verus procedure:
Function-Def rabbitmq_controller::rabbitmq_controller::proof::helper_invariants::proof::lemma_eventually_always_every_resource_create_request_implies_at_after_create_resource_step
controller_examples/rabbitmq_controller/proof/helper_invariants/proof.rs:870

traced instantiations:
QID                                                                                    T    P0    P1    P2    P3
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.ProbeVie...       240     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.Containe...       240     6     6     6     6
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.Containe...       240     6     6     6     6
internal_rabbitmq_controller!state_machine.action.Action./Action_constructo...       238     0     0     0     0
internal_vstd__seq__Seq<rabbitmq_controller!kubernetes_api_objects.spec.con...       238     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.container.ProbeVie...       238     0     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.trusted.spec_types.Rabbitm...       238     0     0     0     0
internal_rabbitmq_controller!rabbitmq_controller.trusted.spec_types.Rabbitm...       238     0     0     0     0
internal_vstd__seq__Seq<rabbitmq_controller!kubernetes_api_objects.spec.con...       237     0     0     0     0
internal_vstd__seq__Seq<rabbitmq_controller!kubernetes_api_objects.spec.con...       237     0     0     0     0
mariposa_qid_231                                                                     234
- [root]                                                                              23     1     1     1     1
- user_rabbitmq_controller__kubernetes_cluster__spec__cluster__Cluster__every...     104     1     2     2     2
- user_rabbitmq_controller__kubernetes_cluster__spec__cluster__Cluster__every...     107     1     2     2     2
mariposa_qid_184                                                                     229     3     2     2     2
internal_rabbitmq_controller__kubernetes_cluster__spec__controller__types__...       228     0     0     0     0
prelude_box_unbox_int                                                                227     0     1     1     1
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.VolumeView....       225     0     0     0     0
internal_vstd__seq__Seq<rabbitmq_controller!kubernetes_api_objects.spec.vol...       224     0     0     0     0
internal_rabbitmq_controller!kubernetes_cluster.spec.controller.types.Contr...       223     2     2     2     2
internal_rabbitmq_controller!state_machine.state_machine.impl&__0.next_resu...       222
- [root]                                                                              19     3     3     3     3
- user_rabbitmq_controller__state_machine__state_machine__StateMachine__next_...     203     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.api_method.APIRequ...       221     0     0     0     0
internal_rabbitmq_controller__state_machine__action__Action_unbox_axiom_def...       221     0     9     9     9
mariposa_qid_200                                                                     219
- [root]                                                                               9     2     2     2     2
- user_rabbitmq_controller__state_machine__state_machine__StateMachine__next_...     210     2     2     2     2
- mariposa_qid_199                                                                     0     0     0     0     0
internal_rabbitmq_controller!kubernetes_api_objects.spec.volume.VolumeView....       217     0     0     0     0
internal_rabbitmq_controller!state_machine.action.Action./Action/preconditi...       216    15    15    15    15
internal_rabbitmq_controller!state_machine.action.Action./Action/transition...       216     0     0     0     0
