base name:
zookeeper-log-zookeeper_controller__proof__liveness__resource_match.7.smt2

query path:
dbg/zookeeper-log-zookeeper_controller__proof__liveness__resource_match.7.smt2/orig.smt2

trace path:
dbg/zookeeper-log-zookeeper_controller__proof__liveness__resource_match.7.smt2/traces/rename.12500295248286012155

10201 unknown

verus procedure:
Function-Def zookeeper_controller::zookeeper_controller::proof::liveness::resource_match::lemma_resource_state_matches_at_after_update_resource_step
controller_examples/zookeeper_controller/proof/liveness/resource_match.rs:768

traced instantiations:
QID                                                                                    T    P0    P1    P2    P3
internal_zookeeper_controller__state_machine__action__ActionResult_unbox_ax...       438     0     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__controller__types_...       430     3     2     3     2
internal_zookeeper_controller!state_machine.action.Action./Action/precondit...       420    17    17    16    17
user_vstd__multiset__axiom_multiset_singleton_19                                     419     2     1     1     1
internal_vstd!multiset.impl&__0.singleton.?_pre_post_definition                      419     6     6     3     4
internal_zookeeper_controller__kubernetes_api_objects__error__APIError_box_...       417     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.service.ServiceSp...       405     6     6     6     6
internal_zookeeper_controller!state_machine.action.ActionResult./Enabled_co...       404     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.controller.types.Ongo...       401     2     2     2     2
internal_zookeeper_controller!kubernetes_api_objects.spec.service.ServiceSp...       398     0     0     0     0
internal_zookeeper_controller__kubernetes_api_objects__spec__api_method__Up...       398     4     4     5     4
internal_zookeeper_controller__kubernetes_cluster__spec__message__MessageCo...       397     4     4     5     4
internal_zookeeper_controller!state_machine.action.Action./Action_construct...       397     0     0     0     0
internal_zookeeper_controller__kubernetes_cluster__spec__controller__types_...       389     0     0     0     0
internal_zookeeper_controller!kubernetes_cluster.spec.message.MessageConten...       388     0     0     0     0
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.Objec...       383     1     1     1     1
internal_zookeeper_controller!kubernetes_api_objects.spec.object_meta.Objec...       383     1     1     1     1
mariposa_qid_223                                                                     382
- [root]                                                                              26     1     1     2     2
